본문,결과
같은팀 여직원이 종종 퇴근하고 선톡 오거든 근데 뭐 물어보는것도 아니고 업무얘기도 아니고 그냥 갑자기 뜬금없이 연락와서 시시콜콜한 얘기만 하다가 말더라고 우리사이가 회사밖에서 따로 연락할정도로 친한 사이도 아닌데 굳이 이런걸 얘기하려고 카톡한건가? 라는 생각이 매번 들어 그렇다고 뭐 따로 약속을 잡거나 하지는 않는데 이거 관심있어서 이러는거야?,0
옛날 사진 보여주면서 지금머리가 이쁘냐 이전머리가 이쁘냐 여행갔던 사진 보여주면서 일상공유 새로 취미 준비하고 있는데 같이하자하고 그린라이트는 아니어도 옐로라이트는 맞나요 저는 남자,0
"성격이 활발하고 인싸인 사람은 남친 있냐고 툭툭 물어보고 갬 좋아한다고 하니 피씨방 같이 가자고 하고 그럼? 어색해서 그냥 계속 물어보는 건가 거래처 고객이 원래 성격이 되게 활발한 것 같은데 요새 이런 질문, 이야기 많이 해서 오지게 착각하게 된다",1
소개녀가 방금 집도착해서 내가 씻고 얼른 누우라고했는데 알겠다 하면서 씻고오겠데 그래서 내가 난자고있을거같다고하니 몇시애 잘거같냐는거야 그래서 내가 30분뒤에 잘거같다고 하니 그럼 나재우고 씻고오겠데 ㅎㅎ 꺅 너무 귀여워 김칫국인가??ㅋㅋㅋㅋㅋㅋㅋ,2
"저번주에 처음 만났었는데, 밥먹고 카페가서 같이 한 5시간정도 있었어. 말도 나름 잘 통하는 거 같아. 카톡상에서 먼저 여성분이 말놓자고 했고, 현재는 매일 서로 일상공유 하며 카톡하고 있는 상황이야. 한번 밖에 안 만났는데 왠지 여친이랑 카톡하는 느낌?이라고 할까나. 이거 그린라이트야? Ps. 이번주주말에 다시 만나기로 했는데, 서로 괜찮다고 하면 2번째만에 고백하는 건 너무 빠르려나..",2
"제 옆집에는 예쁜 여성분이 사셔요. 나이는 이십대중후반으로 보이고 처음 봤을때 내심 여기로 이사오기 잘했다고 생각이 드는 외모였어요. 더군다나 출근시간이 겹쳐서 그런지 오다 가다 눈도 자주 마주치구요. 통성명을 안해서 속으로만 예쁘다 생각하고 모르는척 지낸게 한 6개월쯤이었나... 그러다 제가 술을 왕창마시고 들어가다가 그 분을 마주쳤는데 그때 제가 미쳤는지 용기내서 처음으로 말을 걸었어요. ""그쪽 너무 미인이신거 같다"" ""아침마다 자주 보는데 모르는척하기 힘들다"" ""다음에는 아침에 볼때 인사 한번만 해주면 평생을 감사하는 마음으로 살겠다"" 저런식으로 개소리를 하고 집에 들어갔는데요 정말 다시는 술을 안마셔야겠다 싶은 심정이었죠. 그런데 다음날 아침이었던가 누가 문을 똑똑하더라구요 그래서 뭐지 싶어 보는데 그 분이었어요. 숙취해소음료를 들고 있더라구요. 그래서 인사하러 왔다고 ... 평소에 자주 보는데 모른척하는게 미안했다고 하더군요. 진짜 감동이었습니다. 그리고 아 이 여자 운명이구나 싶더군요. 그 이후로 아침에 볼때 이런 저런 얘기하면서 남자친구 있냐고도 물어보고 없다고 하더라구요. 그러다가 어제 주말에 시간되냐고 밥 한번 사주고 싶다고 대쉬를 했는데요 그래서 오늘 밥이랑 술이랑 먹고 왔어요 ㅎㅎ 네 사실 자랑이었어요~~ 조만간 여친생길거같아요 얏호~!~!",2
편의상 음슴체로 씁니다 최근에 자만추로 만난 관심 가는 남자가 있음 얘가 말하면서 슬쩍슬쩍 팔을 터치하고 내가 먹던 와인 맛봐도 되냐고 물어보고 그러더니 얼마 전에는 대놓고 팔뚝을 움켜쥠 그 때가 걔 생일파티였는데 파티원 남자 3명을 가리키면서 1번 2번 3번 중에 어떤 스타일이 좋냐고 물어봄 그래서 나중에 얘기하겠다고 그랬는데 얘가 에에에에에에에에 이러길래 그냥 너라고 말해버림 그랬더니 보기에 없다고 보기 중에 고르라고 그래서 으음ㅁㅁㅁㅁ 이러고 뜸들였더니 어깨동무하는 동작으로 반대쪽 팔뚝을 툭툭 치면서 “알았어” 이럼 근데 그 다음날부터 카톡 답장이 너무 느림 ㅠㅠ 1-2시간 간격 원래 생일파티 전에는 5분 내로 거의 칼답이었는데 ㅠㅠ 카톡을 확인해보니 지금까지 나만 선톡했었네 ㅠㅠ 또 선톡하면 너무 쉬워보일까? ㅠㅠ,0
"저번주 일요일 소개팅하고 분위기는 나쁘지않은거 같았음. 그리고 이번주 일요일에 보자고 만나는 도중에 내가 물어봐서 ok싸인 받음. 그러다가 뭔가 텐션 낮아지는 느낌받아서 낼 볼래요? 라고 물으니 ""그럼 저녁먹어요! ""라고 답변 받음. 그리고 어디서 볼까요? 라고 물으니 여성분께서 울 회사쪽으로 온다는거야. 보니깐 지하철로만 30분좀 넘는데 이거 관심있는거야?",2
"난 누구 만나면서 김칫국 가급적 안끓이려고 하는데 문득 이게 그린라이트 내지는 그냥 우연한 동정? 정도일까 궁금 동갑내기 동료 여직원이고 타부서 업무적으로 종종 엮여서 시간될때 가끔 점심 같이함 밖에서 본적 없음 회사 메신저로는 업무 + 잡담 종종 길게하며 이런저런 얘기는 가끔함, 가끔 카톡함 내가 요즘 일때문에 외부로 많이 돌다보니 몸살기운이 있는 상태에서 점심을 하게됐음 참고로 코로나는 아니야.... 점심밥먹다 내가 목도 잠기고 기침을 하는걸 보더니 몸관리 왜이렇게 못하냐며 밥먹고 자기랑 같이 약국 가자며 데리고가선 약을 사서 주더니 먹으라며 챙겨주더라구 그러면서 나보고 땡땡씨는 애처럼 손이 많이간다며 자꾸 챙겨줘야 할것같다고 그러더라구 그냥 그때는 챙겨줘서 고맙네 하며 뒤돌아섰는데 얼마전 친구놈들이랑 이런저런 얘길하다 이런 얘길했더니 잘해봐라 뭐하는거냐 놀리고 난리가 났지 암튼 내용은 이정도야 1. 진짜 이새끼 개불쌍해서 동정심으로 챙겨줌 2. 여직원이 그냥 착한고 자상한거임 3. 그린라이트 내지는 최소한의 호감은 있음",2
친구의 여사친이고 술자리에서 한두번 본 사인데 갑자기 방금 연락 오더니 친구랑 술 먹고 있다가 곧 끝날거 같다고 몇시에 잘꺼냐 물어보고는 갑자기 내가 사는 동네에서 산책하자고 하더라 근데 의아한게 여사친이 술 먹고 있는 곳에서 우리동네까지 차타고 20분 거리고 나하고 산책 다하고 자기 자취방 있는 동네까지 차타고 20분 거리를 다시 간다고 하넹 그냥 심심풀이겸 말동무가 필요해서 일까 아니면 뭔가 나를 알고 싶어하는건지 궁금하네 ㅠ,1
"어제 러닝 모임 나갔다가 한분 노쇼해서 나랑 모임장님이랑 둘이 뛰었거든 첨에 말씀 많이 안하셔서 좀 어색했는데(말 시키면 ㅇㅋㅇㅋ 인데 말 안걸면 굳이 나서서 말하진 않는 느낌) 러닝 끝나고 끝무렾에 스트레칭 하면서 말이 부쩍 많아졌거든? 어디사냐 왜케 잘뛰냐 등등 심지어 음료도 사주시고 집도 근처라고 데려다줬음.. 또 보자는데 그냥 인삿말이지..? ㅎㅎ,,",0
요즘 맘이 가는 누냐한테 화장품 선물했어 비싼건 아니구.. 그러더니 잘쓰겠다구 본인 씻고 쌩얼인 상태로 화장품 바른 사진 인증 하더라? 그리고 그 사진 바로 프사로 똭똭 박으시던데. 와우 화장품 광고모델인줄,0
내가 완전 다른종류 클럽(모임?) 두개를 개설했거든? 근데 어떤 남자분이 동시에 그 두개를 싹다 신청했움 단순히 나랑 취향이 맞는 사람인걸까???? 그렇다기엔 결이 넘 다른뎅.. ? ? 아니면 나 식장 알아보면돼…????♀?,0
"블랙야크 지정 대한민국 명산 100산 중 63개 정도 달성한 등린이 인데.. 종종 가볍게 타고 싶을 때 서울 등산 모임 나가서 서울 관악산 같은거 가볍게 타거나 사람들하고 천천히 타면서 등산 모임 활발하게 나가고 있음. 그 날도 어김없이 등산을 하게 되었는데.. 원래 4명이 온다는 것이 다들 일이 생겨서 나랑 어떤 여지 분이랑 단 둘이서만 가게되었지?? 성격도 서글서글하고 말도 잘 통하고 등산 재밌게 하고 밥 먹고 헤어졌는데.. 그 후 한 2주 정도 뒤에 내 개인 톡으로 문자가 오는거야. 저번에 같이 등산했던 사람인데 혹시 또 같이 산에 가겠냐고. 원래 등산방은 오픈 프로필로 가입되어있어서 내 계정 어떻게 땃는지는 모르겠지만 일단 개인톡 선톡이 와서 반가웠었는데.. 내가 ""아 죄송합니다..이 번 주말에는 헬스가서 광배랑 상체 하려고요. 이번 주는 등산 안가요. 만약 하체하는 날 이었으면 그냥 하체하는 김에 갔을 텐데.. 죄송요""하고 말았어. 이거 한 2~3일 지나고 생각해보니까 뭔가 그린라이트였던 것 같음.. 이거 님들 보기에 그린라이트인가 아니면 내가 설레발 친걸까??",2
소개팅해서 지금 애프터까지 만나고 연락 계속하고 있는데.. 여자분이 나 운동해서 살빼고 있다니까 살빼지말래 지금 딱 보기좋다구 볼살도 빼지말고 그냥 유지해달래ㅋㅋㅋ 본인은 천천히 알아가는 스타일이라던데 날 맘에 들어하는거겠지? 이거 언제쯤 고백해야되는걸까?,2
"회사에, 평소 키 크고 이쁜데 이미지가 차가워 가까이 못하고 데면데면한 여자동료가 있었어 어느날 회사직원들 다같이 술자리 가졌는데, 그 친구도 나만큼 술 좋아한단거 알고 급 가까워짐 그 이후 업무랑 상관없는 갠톡이 잦아지다가.. 어느 여름날 토요일 늦은밤에, 아직 저녁안먹었다길래 맛난거먹고 바람쐬러 드라이브 갈까 물어보니 콜! 그 친구 픽업해서 같이 오이도에 조개구이 먹으러 감 조개보니 술 먹고 싶어졌지만 운전 때매 술은 너만 먹고 난 사이다 먹겠다고 하니 나한테 억지로 소주 한잔 먹임 (이게 그린라이트라는걸 왜 그때는 몰랐지?) 한잔 두잔 받다보니 반병 정도 먹게됬는데 다먹고 나니 새벽2시가되었어 음주운전은 안된다며 굳이 오이도 방파제 앞 차에서 2시간을 자고 새벽4시에 집에 친절히 데려다준",2
어릴때부터 같이 게임하면서 알고 지내던 누나한명 있었는데 완전 다른지역으로 이사갔었다가 연락 끊겼었거든? 어느 날 카톡알림에 그 누나 생일 뜨길래 연락 해보고 싶어서 몇년전부터 서로 생일 챙겨주면서 안부인사만 하고 그렇게 지냈단 말이여 그러고 취업하고 나서 나름 그 누나랑 멀지 않은 곳 취업했는데(KTX 1시간거리) 어느 날 대화하다가 갑자기 나 보러 기차타고 온다고 하네 이거 그냥 오랜만에 얼굴이나 보자는거겠지? 아무 호감없이?? 안본지 10년은 넘어서 좀 떨리긴하네..어릴때 좋아했어서,0
남사친 여사친이랑 나랑 (여2 남1) 셋이 사주카페 가봤거든 근데 거기 선생님한테 남사친 사주 다같이 듣는 도중에 얘가 갑자기 내 손을 잡았어 셋 다 아무렇지 않은 듯 넘어가긴했는데 너무 놀라서 무슨 얘기중이었는지 잘 기억도 안나 이거 백퍼지...? 이전에 스킨십한적 전혀없고 단둘이 만난적도 없는 친구야,1
회사 신규 직원인데 안내데스크 공무직이야 나랑 5살차이(30초 20중반)인데.. 싹싹하니 귀엽더라구 카톡하는데 항상 이모티콘 보내는데 보통은 회사에선 이모티콘 안쓰자나? 오늘 저녁먹자고해볼까 5분남았는디,0
헷갈려서 판단 좀 해주라 다른 남자랑 하하호호 웃고 이야기하고 있으면 화난 말투로(나보다 직급 위) 꼭 대화에 낌 일 하다가 시선을 돌리면 80~90%는 눈이 마주침 향에 민감하다고 말한 이후로 향수 바뀜 내가 즐겨가는 식당으로 회식하자고 건의함 일단 생각나는건 이거인데 그린라이트일까? 맞으면 들이댈거야,0
소개팅에서 인기 많을것 같다는 말 걍 예의상 하는 소리야? 아님 상대가 나한테 호감 있다고 봐도 되는 말이야?,1
어떤 의미로 저 좋아해주면 안되요?라고 한걸까? 대화 자주 나누는 타부서 동료분인데 난 퇴근 그 분은 출근. 엘리베이터 앞에서 만났거든? 오늘 주말인데 뭐하실거냐그러셔서 집에 있어야죠~했더니 여자친구 있냐고 물어보시더라? 지금은 없다니까 그럼 저 어때요? 저 좋아해주면 안되요? 그래서 네? 당연히 좋아하죠! 그랬더니 기분 좋다~ 하고 주말 잘 보내라하고 올라가셨어,2
소개팅후 카톡 안읽씹 주말에 소개팅 하고 나름 취미도 비슷하고 해서 밥도 먹고 차도 마시고 이야기하다 헤어지고 나서 다음주에 만나자 했더니 알았다고 해서 만나기로 했어 그래서 오늘 안부차 톡 보냈더니 안읽씹 인것 같은데 그냥 첨부터 인연이 아니라고 하면 편할것을 주말에 보기로하고 연락 안되는 여자의 심리는 뭘까? 30대인데 서로 연애도 해볼만큼 했을꺼고 소개팅도 많이 해봤을건데 인연이 아니네요 좋은사람 만나세요 이런말 하기 어려운건가? 난 흔남이라 이런 멘트 나름 익숙하고 이런말 해주시는 분들이 더 고맙던데 형들은 어때?,0
소개팅하고 에프터 신청 받았구 만나기로한날 연락이 안되서 까였구나했어 근데 아까 연락이 왔어 .. 답장이 늦어 미안하다고 ㅎ 금요일에 보냈는데 이제 답장 ...ㅎㅎㅎㅎ 이 분 뭐죠? 세상 바쁨은 혼자 가지고 계신가.. 바빴다고 ... ㅡㅡ일이 정신이 없었데.. 뭐 얼마나 큰일 하신다고 .. 같은 직장인인데.. 좀 어이가 없네요..구구절절 뭐라고 적는데.. 하나도 이해가 안가.. ㅡㅡ “아 네~ 남은 주말 잘 보내세요~ “하고 문자했더니 다음주 토요일 1시쯤 브런치 콜?이러는거야.... 어벙벙 웃겨서.. “제가 좀 바빠서요”.. 라고했어..,0
"남자가 나에게 시간과 돈과 관심을 많이 써줘 물론 나도 고마워서 열심히 쓰니까 알지도 못하면서 받아만 먹는다고 욕하기 없기 ^^ 오래 알고지낸 친구 사이였는데 남자쪽에서 나한테 연락도 많이 하고, 사소한거에 관심도 많이 가지고, 귀찮은일도 나서서 하고(멀리서 픽업하러 오기, 내가 필요한일 대신 해주기 등) 밥도 많이 사주고 꽤 비싼 선물도 몇번 해주고(2-30만원 가량) 다정하고 따뜻한 말도 자주 해주네. 부르면 바로 나오고, 나랑 볼 땐 자기가 코스도 짜오는 등 성의도 많이 보여줘 이건 무조건 이성으로서의 호감이겠지? 대놓고 나를 좋아한다고 고백하진 않았는데 호감이 맞다면 나도 좀 다가가 보고싶어서.. 호감이 아니라 친구로 아끼는거라면 이정도로 행동 안하겠지",2
